Customer ID,TotalSpend,TotalOrders,TotalProducts,AverageOrderValue,FirstPurchase_x,LastPurchase_x,CustomerTenure,FirstPurchase_y,LastPurchase_y,FirstPurchase,LastPurchase,TenureMonths,PurchaseFrequencyPerMonth,AverageSpendPerProduct,AverageQuantityPerOrder
12346.0,-64.67999999999302,17,52,-1.3474999999998545,2009-12-14 08:34:00,2011-01-18 10:17:00,400,2009-12-14 08:34:00,2011-01-18 10:17:00,2009-12-14 08:34:00,2011-01-18 10:17:00,13.333333333333334,1.275,-1.2438461538460195,3.0588235294117645
12347.0,5633.32,8,3286,22.26608695652174,2010-10-31 14:20:00,2011-12-07 15:52:00,402,2010-10-31 14:20:00,2011-12-07 15:52:00,2010-10-31 14:20:00,2011-12-07 15:52:00,13.4,0.5970149253731343,1.7143396226415093,410.75
12348.0,2019.4,5,2714,39.596078431372554,2010-09-27 14:59:00,2011-09-25 13:13:00,362,2010-09-27 14:59:00,2011-09-25 13:13:00,2010-09-27 14:59:00,2011-09-25 13:13:00,12.066666666666666,0.4143646408839779,0.7440677966101695,542.8
12349.0,4404.54,5,1619,24.469666666666665,2009-12-04 12:49:00,2011-11-21 09:51:00,716,2009-12-04 12:49:00,2011-11-21 09:51:00,2009-12-04 12:49:00,2011-11-21 09:51:00,23.866666666666667,0.20949720670391062,2.720531192093885,323.8
12350.0,334.4,1,197,19.670588235294115,2011-02-02 16:01:00,2011-02-02 16:01:00,0,2011-02-02 16:01:00,2011-02-02 16:01:00,2011-02-02 16:01:00,2011-02-02 16:01:00,1.0,1.0,1.69746192893401,197.0
12351.0,300.93,1,261,14.33,2010-11-29 15:23:00,2010-11-29 15:23:00,0,2010-11-29 15:23:00,2010-11-29 15:23:00,2010-11-29 15:23:00,2010-11-29 15:23:00,1.0,1.0,1.1529885057471265,261.0
12352.0,1889.21,13,658,16.71867256637168,2010-11-12 10:20:00,2011-11-03 14:37:00,356,2010-11-12 10:20:00,2011-11-03 14:37:00,2010-11-12 10:20:00,2011-11-03 14:37:00,11.866666666666667,1.095505617977528,2.8711398176291794,50.61538461538461
12353.0,406.76,2,212,16.948333333333334,2010-10-27 12:44:00,2011-05-19 17:47:00,204,2010-10-27 12:44:00,2011-05-19 17:47:00,2010-10-27 12:44:00,2011-05-19 17:47:00,6.8,0.29411764705882354,1.9186792452830188,106.0
12354.0,1079.4,1,530,18.610344827586207,2011-04-21 13:11:00,2011-04-21 13:11:00,0,2011-04-21 13:11:00,2011-04-21 13:11:00,2011-04-21 13:11:00,2011-04-21 13:11:00,1.0,1.0,2.036603773584906,530.0
12355.0,947.61,2,543,27.074571428571428,2010-05-21 11:59:00,2011-05-09 13:49:00,353,2010-05-21 11:59:00,2011-05-09 13:49:00,2010-05-21 11:59:00,2011-05-09 13:49:00,11.766666666666667,0.16997167138810196,1.7451381215469612,271.5
12356.0,6373.68,6,3417,44.57118881118881,2010-10-11 09:42:00,2011-11-17 08:40:00,401,2010-10-11 09:42:00,2011-11-17 08:40:00,2010-10-11 09:42:00,2011-11-17 08:40:00,13.366666666666667,0.44887780548628425,1.8652853380158034,569.5
12357.0,18287.66,3,6587,61.78263513513514,2010-11-16 10:05:00,2011-11-06 16:07:00,355,2010-11-16 10:05:00,2011-11-06 16:07:00,2010-11-16 10:05:00,2011-11-06 16:07:00,11.833333333333334,0.2535211267605634,2.7763260968574466,2195.6666666666665
12358.0,3887.07,5,1079,50.48142857142857,2009-12-08 07:59:00,2011-12-08 10:26:00,730,2009-12-08 07:59:00,2011-12-08 10:26:00,2009-12-08 07:59:00,2011-12-08 10:26:00,24.333333333333332,0.20547945205479454,3.602474513438369,215.8
12359.0,8714.89,14,2526,23.239706666666667,2009-12-05 13:32:00,2011-12-02 11:21:00,726,2009-12-05 13:32:00,2011-12-02 11:21:00,2009-12-05 13:32:00,2011-12-02 11:21:00,24.2,0.578512396694215,3.45007521773555,180.42857142857142
12360.0,4212.89,9,2458,19.325183486238533,2010-02-22 09:32:00,2011-10-18 15:22:00,603,2010-02-22 09:32:00,2011-10-18 15:22:00,2010-02-22 09:32:00,2011-10-18 15:22:00,20.1,0.4477611940298507,1.7139503661513427,273.1111111111111
12361.0,511.25,4,235,17.629310344827587,2010-01-26 14:37:00,2011-02-25 13:51:00,394,2010-01-26 14:37:00,2011-02-25 13:51:00,2010-01-26 14:37:00,2011-02-25 13:51:00,13.133333333333333,0.30456852791878175,2.175531914893617,58.75
12362.0,5284.58,14,2213,19.216654545454546,2009-12-01 10:10:00,2011-12-06 15:40:00,735,2009-12-01 10:10:00,2011-12-06 15:40:00,2009-12-01 10:10:00,2011-12-06 15:40:00,24.5,0.5714285714285714,2.387971079981925,158.07142857142858
12363.0,552.0,2,408,24.0,2011-04-11 13:29:00,2011-08-22 10:18:00,132,2011-04-11 13:29:00,2011-08-22 10:18:00,2011-04-11 13:29:00,2011-08-22 10:18:00,4.4,0.45454545454545453,1.3529411764705883,204.0
12364.0,1313.1,4,1506,15.448235294117646,2011-08-19 15:24:00,2011-12-02 10:22:00,104,2011-08-19 15:24:00,2011-12-02 10:22:00,2011-08-19 15:24:00,2011-12-02 10:22:00,3.466666666666667,1.1538461538461537,0.8719123505976095,376.5
12365.0,320.69,3,173,13.94304347826087,2011-02-21 13:51:00,2011-02-21 14:04:00,0,2011-02-21 13:51:00,2011-02-21 14:04:00,2011-02-21 13:51:00,2011-02-21 14:04:00,1.0,3.0,1.853699421965318,57.666666666666664
12366.0,500.24,1,296,166.74666666666667,2010-03-16 10:28:00,2010-03-16 10:28:00,0,2010-03-16 10:28:00,2010-03-16 10:28:00,2010-03-16 10:28:00,2010-03-16 10:28:00,1.0,1.0,1.69,296.0
12367.0,168.9,1,173,15.354545454545455,2011-12-05 16:48:00,2011-12-05 16:48:00,0,2011-12-05 16:48:00,2011-12-05 16:48:00,2011-12-05 16:48:00,2011-12-05 16:48:00,1.0,1.0,0.9763005780346821,173.0
12368.0,917.7,1,330,50.983333333333334,2010-03-21 15:56:00,2010-03-21 15:56:00,0,2010-03-21 15:56:00,2010-03-21 15:56:00,2010-03-21 15:56:00,2010-03-21 15:56:00,1.0,1.0,2.780909090909091,330.0
12369.0,1791.15,3,1241,19.25967741935484,2010-03-08 08:09:00,2010-10-22 13:13:00,228,2010-03-08 08:09:00,2010-10-22 13:13:00,2010-03-08 08:09:00,2010-10-22 13:13:00,7.6,0.39473684210526316,1.4433118452860596,413.6666666666667
12370.0,4320.31,7,2605,21.387673267326736,2010-02-09 09:41:00,2011-10-19 14:51:00,617,2010-02-09 09:41:00,2011-10-19 14:51:00,2010-02-09 09:41:00,2011-10-19 14:51:00,20.566666666666666,0.34035656401944897,1.6584683301343572,372.14285714285717
12371.0,4067.38,5,1436,24.35556886227545,2010-03-04 18:23:00,2011-10-26 10:16:00,600,2010-03-04 18:23:00,2011-10-26 10:16:00,2010-03-04 18:23:00,2011-10-26 10:16:00,20.0,0.25,2.8324373259052926,287.2
12372.0,1298.04,3,794,24.962307692307693,2011-02-16 12:46:00,2011-09-29 12:12:00,224,2011-02-16 12:46:00,2011-09-29 12:12:00,2011-02-16 12:46:00,2011-09-29 12:12:00,7.466666666666667,0.4017857142857143,1.6348110831234257,264.6666666666667
12373.0,1127.65,3,516,22.110784313725492,2010-02-04 12:08:00,2011-02-01 13:10:00,362,2010-02-04 12:08:00,2011-02-01 13:10:00,2010-02-04 12:08:00,2011-02-01 13:10:00,12.066666666666666,0.24861878453038674,2.185368217054264,172.0
12374.0,2989.2200000000003,4,1362,36.01469879518073,2010-04-30 14:01:00,2011-11-14 15:37:00,563,2010-04-30 14:01:00,2011-11-14 15:37:00,2010-04-30 14:01:00,2011-11-14 15:37:00,18.766666666666666,0.21314387211367675,2.1947283406754776,340.5
12375.0,455.42,3,177,25.301111111111112,2011-09-02 14:23:00,2011-12-07 11:27:00,95,2011-09-02 14:23:00,2011-12-07 11:27:00,2011-09-02 14:23:00,2011-12-07 11:27:00,3.1666666666666665,0.9473684210526316,2.572994350282486,59.0
12376.0,503.15,2,240,38.70384615384615,2010-10-18 08:42:00,2010-11-15 12:15:00,28,2010-10-18 08:42:00,2010-11-15 12:15:00,2010-10-18 08:42:00,2010-11-15 12:15:00,0.9333333333333333,2.142857142857143,2.096458333333333,120.0
12377.0,3426.32,4,2105,22.54157894736842,2010-04-29 15:34:00,2011-01-28 15:45:00,274,2010-04-29 15:34:00,2011-01-28 15:45:00,2010-04-29 15:34:00,2011-01-28 15:45:00,9.133333333333333,0.43795620437956206,1.627705463182898,526.25
12378.0,5416.32,2,3316,17.994418604651162,2010-05-26 14:07:00,2011-08-02 10:34:00,432,2010-05-26 14:07:00,2011-08-02 10:34:00,2010-05-26 14:07:00,2011-08-02 10:34:00,14.4,0.1388888888888889,1.6333896260554885,1658.0
12379.0,1618.27,5,814,19.735,2010-06-23 12:49:00,2011-09-19 10:09:00,452,2010-06-23 12:49:00,2011-09-19 10:09:00,2010-06-23 12:49:00,2011-09-19 10:09:00,15.066666666666666,0.33185840707964603,1.988046683046683,162.8
